Organization Id,Name,Website
161825988,DIGITAL VENTURE,digital-ventures.com
161838997,Global Futures Group,globalfuturesgroup.co
161851428,LaserBond Limited,laserbond.com.au
161857095,Sage Law Group,sagelawgroup.com
161870484,Revel,gorevel.com
161871828,pacbell.net,pacbell.net
161872740,Energy Society,energysociety.org
161872984,Sliced Bread,slicedbreaddesign.com
162559518,MD Anderson Cancer Center,mdanderson.org
162563737,Circulate Capital,circulatecapital.com
163279833,PwC,pwc.com
163282925,Upward,moveupward.city
163286440,Resolute Venture Partners,resoluteventurepartners.com
163288348,Clemson University,clemson.edu
163292182,Cheyenne LEADS,cheyenneleads.org
163315485,Gammon Construction Limited,gammonconstruction.com
164732139,Sutton Hill,suttonhill.com
197494791,About Time,about-time.com
197517293,Transform Finance,transformfinance.org
198248350,Christopher Ranch,christopherranch.com
201780041,Arlon Group,finagrain.ch
202535704,Sundial Park Group,sundialparkgroup.com
203268894,Metropolis,metropolis.io
203294193,iPaladin,ipaladin.com
203300815,Universität Kassel,uni-kassel.de
205503437,INFOR Financial Inc.,inforfg.com
205513682,Connected Solutions Group,connectedsolutionsgroup.com
205514182,BASC,bascnh.com
209929803,Opus,opusllp.com
212113052,Hatch,hatch.us.com
212138673,ABC National,abc.org
212189026,Redinnyc,redinnyc.com
212935713,Bittner-Shen Consulting Engineers,bittner-shen.com
213996985,Marquette University,marquette.edu
219842541,Force Construction,forceco.com
220098007,Prendo Simulations Limited,prendo.com
220109343,Brandon Hall School,brandonhall.org
220362187,NavarraTech,navarratech.com
220363238,ampcontrol.io,ampcontrol.io
220401154,Golden Gate Bridge,goldengate.org
220408105,California Institute of Technology,caltech.edu
220429350,Upland,upland.me
220503856,Archangels Investors,archangelsinvestors.com
220565536,Epik Solutions,epikso.com
220581829,Sheladia Associates,sheladia.com
221071306,Kyte,kyte.com
221140699,Metro Trains Melbourne,metrotrains.com.au
221143601,ski with kim,skiwithkim.com
221183945,thirdACT,thirdact.com
221254608,Veyor,veyordigital.com
221267573,Piper Maddox,pipermaddox.com
221331299,Artimus Robotics,artimusrobotics.com
222150695,INK inc PR,inkincpr.com
222153814,Equispheres,equispheres.com
222171067,Ibex Investors,ibexinvestors.com
222183568,GoodRoads,goodroads.io
222216239,Tangent West,tangentwest.com
222251260,Charlie Stephens NYC,charlienyc.com
222301949,Atargis Energy Corporation,atargis.com
222344479,Ames Chamber of Commerce,ameschamber.com
223145375,Columbia School of International and Public Affairs,sipa.columbia.edu
223154739,Zigg Capital,ziggcap.com
223155432,Eunike Ventures,eunikeventures.com
223178421,Disney,disney.com
223185363,University of Melbourne,unimelb.edu.au
223200860,Bell,bell.net
223296411,Catalyst Innovation Lab,catalysthousing.com
223606369,O2 Capital,o2.capital
223687891,Noé Group,noegroup.co.uk
224060766,Leading Great Work,strategyplaybook.org
224122914,EnVest,envest.earth
224138621,Tampere University of Technology,tut.fi
224143883,McNary Bergeron & Associates,mcnarybergeron.com
224180968,Endeavour Programme,endeavourprogramme.com
224474065,Kearney,kearney.com
224801697,Webster Vienna Private University,webster.ac.at
224883383,Partners in Performance America,pipamerica.com
224899991,Beyond Ink,beyondink.com
224969436,Hirshmark Capital,hirshmark.com
225075791,Instituto de Thalentos,institutodethalentos.com.br
225089262,FORCE Family Office,forcefamilyoffice.com
225563918,Buildings IOT,buildingsiot.com
255227848,EIC Activities Pty Ltd - a member of the CIMIC Group,eicactiv.com
255232605,Sennen Tech,sennen.tech
259463881,Creelman,creelmaninc.com
260472295,UPS,ups.com
260493714,Quazar Business Brokerage,quazarbusinessbrokerage.com
261995919,Element Farms,element-farms.com
262391094,Lion Point Capital,lionpoint.com
262452936,GenderSmart Investing Summit,gendersmartinvesting.com
262566185,PCI Group Pty,pcigroup.com.au
262608105,Lucrum Capital,lucrumcapital.com
262706009,Carofin,carofin.com
262726342,Gerbsman Partners,gerbsmanpartners.com
262876600,East West Urban Management,eastwesturbanmanagement.com
263133570,KarmaCheck,karmacheck.com
263209249,CarbonQuest,carbonquest.com
263289221,FFVentures,ffventures.com
263408831,Elevation Barn,elevationbarn.com
263508189,Unreasonable Group,unreasonablegroup.com
263519439,ClearSkies,clearskies-us.com
263550843,Ennuity Holdings,ennuityholdings.com
263563684,Liveitt,liveitt.com
263688479,SIGNAL TECH COALITION,signaltechcoalition.org
263720328,Burnt Island Ventures,burntislandventures.com
263785809,Copacity,copacity.com
263787721,Elevate Services Group,elevateservicesgroup.com
264978429,Hybrid Energy Group,hybridenergygroup.com
268105885,"White Lake Strategic Advisory Group Ltd., Investment Banking Arm",whitelake-group.com
268115507,Partner Accelerators,partneraccelerators.com
268267694,TBLI Group Holdings,tbligroup.com
268334782,IQHi,iqhibattery.com
268356755,Legacy Health,legacyhealth.org
271671819,Humanitas Technologies,humanitas.ai
278298609,Factor[e] Ventures,factoreventures.org
278310535,Anne Ellis,anneellis.com
278330294,Inertia Ventures,inertia.vc
278374620,Aclymate,aclymate.com
278412005,Agropalma,agropalma.com.br
278442136,City Rail Link,cityraillink.co.nz
278652223,Cabanellas Etchebarne Kelly,cekd.com
278675634,Explorers' Lab,explorerslab.com
278731274,Pipeline Inbound,pipelineinbound.com
278745193,Cortex,cortexfsg.com
278762400,Lorentzen Empreendimentos,lorentzen.com.br
278972456,Net Contents,netcontents.com
279152439,Rivet,rivetbank.com
279227331,Merl & Hanley,mhcpafirm.com
279247240,Resilient Analytics,resilient-analytics.com
279266147,Backflip,dobackflip.com
279419765,ET Investments,etinv.com
279600182,Cockram Construction,cockram.com
280254420,DDC Group,ddcgroupinc.com
280499574,InfrastructureVentrs,infrastructureventures.com
280814011,"Patrick MacLeamy, FAIA, Author",macleamy.com
280880202,Nagrani,nagrani.net
281340667,GridMatrix,gridmatrix.com
281725273,"Strassler, Llc",strasslerllc.com
281882494,African Pride Hotels,africanpridehotels.com
281951334,Modern Executive Solutions,modernexecutivesolutions.com
281987079,"nVolve Technologies, Inc.",nvolvetechnologies.com
282250637,Unlimited Robotics,unlimited-robotics.com
282319129,Starta Ventures,starta.vc
282435029,Ryan J Hurst,ryanjhurst.com
282611050,Anthropocene Ventures,anthro.ventures
282755238,ECP,ecpgp.com
282805741,ForceMetrics,forcemetrics.ai
282906484,Euclid Power,euclidpower.com
283159199,MDSV Capital,mdsv.vc
283734551,Ethic Inc,ethic.investments
283750368,Smithfamilydenver,smithfamilydenver.com
283762518,Iie,iie.com.br
283762601,Biegel,biegel.net
283762817,Gillespie Brown,gillespie-brown.com
283763065,Toplineadvisor,toplineadvisor.com
283763178,Mlbyrd,mlbyrd.com
283763179,Allegis Capital,allegiscapital.com
283763241,Kheops,kheops.ca
283885709,Vison,vison.fi
283898882,EURL Ethic-com,ethic.com
283977624,Ballet Des Moines,balletdesmoines.org
283998994,Cleancitiesmgt,cleancitiesmgt.com
283999010,Centralwestmatrixmail,centralwestmatrixmail.com
284014889,Nucleic Sensing Systems,ns2co.com
284095481,Boggioventures,boggioventures.com
284302995,Reinvest,reinvest.com
284751546,Thegoodrichcompany,thegoodrichcompany.com
284751550,Gransberg & Associates,gransberg.com
284751554,F. W. Falciani Construction Consulting,fwfconsulting.com
284900562,Yevara,yevara.com
284904086,Ascentageadvisors,ascentageadvisors.com
284921996,Swetehome,swetehome.com
284953324,Nrrit,nrrit.com
285092490,BidVita,bidvita.com
285099122,Upward Labs,
285431399,Fugitivefilms,fugitivefilms.net
285460630,Sharif Zadeh,sharif.us
285786293,Impact Bd,impact-bd.co
285830799,The New NY Bridge,newnybridge.com
285830802,Brservicescorp,brservicescorp.com
285906107,pneumastudio,pneumastudio.org
286024761,Abloom Ventures,abloomventures.com
286074209,Prophet Models,tryprophet.com
286123588,PTP ASSOCIATES LIMITED,ptpassociates.co.uk
286123591,Rossjd,rossjd.com
286123606,Ttthinc,ttthinc.com
286123611,Rowsell Wright,rowsellwright.com
286123613,Southlog,southlog.com
286123614,Continuumperformance,continuumperformance.com.au
286123615,Frontline Coach Pty,frontlinecoach.com.au
286123616,Msp Ltd,msp-ltd.co.uk
286123617,LH Alliances,lhalliances.org.uk
286123618,Jacobite Consulting Ltd,jacobite.co.nz
286139112,Zeroinfinitypartners,zeroinfinitypartners.com
286349566,Criticalpath,criticalpath.capital
286358307,Wealth Dialogue,wealth-dialogue.com
286592068,Gurencapital,gurencapital.com
286592069,Tbjinvestmentsllc,tbjinvestmentsllc.com
286592070,Parajon,parajon.com
286592071,Smithavenue,smithavenue.com
286592072,Bizedgegroup,bizedgegroup.com
286781363,Arothenberg,arothenberg.com
286826506,Kionas,kionas.com
1514110,Omidyar Network,omidyar.com
1514112,Trinity Ventures,trinityventures.com
1514113,Accel,accel.com
1514117,CRV,crv.com
1514137,Sequoia Capital,sequoiacap.com
1514142,Viacom,viacom.com
1514145,Cisco,cisco.com
1514161,Atomico,atomico.com
1514169,Hearst Communications,hearst.com
1514174,Kleiner Perkins,kleinerperkins.com
1514175,Bessemer Venture Partners,bvp.com
1514191,Boulder Ventures,boulderventures.com
1514192,High Country Venture,highcountryventure.com
1514197,Mayfield Fund,mayfield.com
1514253,Saints Capital,saintscapital.com
1514268,Partech,partechpartners.com
1514287,Catamount Ventures,catamountventures.com
1514302,Crosslink Capital,crosslinkcapital.com
1514317,Alsop Louie Partners,alsop-louie.com
1514331,Box,box.com
1514339,Menlo Ventures,menlovc.com
1514347,Redfin,redfin.com
1514363,Garage Technology Ventures,garage.com
1514378,HarbourVest Partners,harbourvest.com
1514391,Indeed.com,indeed.com
1514404,Emergence,emcap.com
1514446,Venrock,venrock.com
1514461,Alloy Ventures,alloyventures.com
1514500,Maverick Ventures,maverickventures.com
1514548,Adobe Systems,adobe.com
1514553,J.F. Shea Co,jfshea.com
1514604,Global Catalyst Partners,gc-partners.com
1514661,DAG Ventures,dagventures.com
1514669,Meritage Funds,meritagefunds.com
1514732,Stripes,stripes.co
1514787,AT&T,att.com
1514914,Artiman Ventures,artiman.com
1514953,Generation Partners,generation.com
1514956,TripIt,tripit.com
1515002,Lauder Partners,lauderpartners.com
1515193,Felicis Ventures,felicis.com
1515225,JMI Equity,jmi.com
1515290,Schooner Capital,schoonercapital.com
1515343,Comcast Ventures,comcastventures.com
1515425,OpenView,openviewpartners.com
1515440,Viewpoint,viewpointcs.com
1515491,Sierra Ventures,sierraventures.com
1515494,Deutsche Bank,db.com
1515519,Warburg Pincus,warburgpincus.com
1515560,Western Technology Investment,westerntech.com
1515600,Upfront Ventures,upfront.com
1515682,Gabriel Venture Partners,gabrielvp.com
1515733,Bain Capital Ventures,baincapitalventures.com
1515744,Sofinnova Partners,sofinnovapartners.com
1515788,GridPoint,gridpoint.com
1515791,Perella Weinberg Partners,pwpartners.com
1515798,Paladin Capital Group,paladincapgroup.com
1515811,Swiss RE,swissre.com
1515823,Valor Equity Partners,valorep.com
1515905,Stonehenge Capital,stonehengecapital.com
1515911,Merus Capital,meruscap.com
1515915,The Grosvenor Funds,grosvenorfund.com
1515928,Uncork Capital,uncorkcapital.com
1516017,Index Ventures,indexventures.com
1516078,Storm Ventures,stormventures.com
1516079,Intel,intel.com
1516112,Chrysalis Ventures,chrysalisventures.com
1516137,HWVP,hwvp.com
1516138,Mitsui Global Investment,mitsui-global.com
1516141,Square 1 Bank,square1bank.com
1516210,Citrix,citrix.com
1516273,The D. E. Shaw Group,deshaw.com
1516560,Y Combinator,ycombinator.com
1516736,SafeNet,safenet-inc.com
1516907,Logitech,logitech.com
1517037,iCat,icat.com
1517622,Obvious,obvious.com
1517643,Amadeus Capital Partners,amadeuscapital.com
1517709,Boston Consulting Group,bcg.com
1517843,360 Capital,360cap.vc
1517964,T-Mobile,t-mobile.com
1518096,New England Development,nedevelopment.com
1518110,Orange,orange.com
1518438,Autodesk,autodesk.com
1518465,AppFolio,appfolio.com
1518495,JAFCO Asia,jafcoasia.com
1518499,Franklin Templeton Investments,franklintempleton.com
1518603,Samsung,samsung.com
1518612,Summit Partners,summitpartners.com
1518666,NextBio,nextbio.com
1518737,The Boeing Company,boeing.com
1518801,ngp capital,ngpcap.com
1518809,Wellcome Trust,wellcome.ac.uk
1519062,Global Asset Capital,gacapital.com
1519068,PRWeb,prweb.com
1519085,Bank of America,bankofamerica.com
1519221,Industry Ventures,industryventures.com
1519459,CyberCoders,cybercoders.com
1519577,Dassault Systèmes,3ds.com
1519649,The Olayan Group,olayan.com
1519696,SeventySix Capital,seventysixcapital.com
1519780,Dow Jones,dowjones.com
1520285,Deloitte,www2.deloitte.com
1520399,Sand Hill Angels,sandhillangels.com
1520516,Southern Cross Venture Partners,sxvp.com
1520579,Zendesk,zendesk.com
1520741,Covington Associates,covingtonassociates.com
1520751,Draper Athena,dfjathena.com
1520778,Vanu,vanu.com
1520857,Investor Growth Capital Limited,investorgrowthcapital.com
1520903,Crosscut Ventures,crosscut.vc
1520961,Juniper Networks,juniper.net
1521177,Airbnb,airbnb.com
1521438,SoftBank,global.softbank
1521722,Enterprise Ireland,enterprise-ireland.com
1521996,Unilever,unilever.com
1522025,CommerceNet,commerce.net
1522091,The Skoll Foundation,skollfoundation.org
1522224,Oliver Wyman,oliverwyman.com
1522613,Intellectual Ventures,intellectualventures.com
1522642,bandcamp,bandcamp.com
1522875,HydroPoint Data Systems,hydropoint.com
1523020,Demand Solutions Group,demandsolutionsgroup.com
1523243,Telstra,telstra.com.au
1523345,Vuclip,vuclip.com
1523398,Quest Groups,questgroups.com
1523849,The Business Journals,bizjournals.com
1523924,Sparkpr,sparkpr.com
1523965,eCAPITAL ENTREPRENEURIAL PARTNERS,ecapital.vc
1524070,First Solar,firstsolar.com
1524159,Horizon Ventures,horizonvc.com
1524626,TELUS,telus.com
1525153,ARX,arx.com
1525486,Trammell Crow Company,trammellcrow.com
1525581,Angeleno Group,angelenogroup.com
1525704,Duke University,duke.edu
1525794,XG Ventures,xg-ventures.com
1525797,Pelion Venture Partners,pelionvp.com
1525892,Elevation Partners,elevation.com
1525998,Project Frog,projectfrog.com
1526058,The Invus Group,invus.com
1526059,Bohemian Companies,bohemiancompanies.com
1526060,Singtel,singtel.com
1526236,New Science Ventures,newscienceventures.com
1526247,EnerTech Capital,enertechcapital.com
1526251,Ridge Ventures,ridge.vc
1526834,Broadcom,broadcom.com
1526960,The Westly Group,westlygroup.com
1527167,ConXtech,conxtech.com
1527222,Target,target.com
1527455,Alta Partners,altapartners.com
1527659,Masabi,masabi.com
1527962,Bayerische Motoren Werke,bmwgroup.com
1528208,3Degrees,3degreesinc.com
1528290,Beloit College,beloit.edu
1528401,Horizons Ventures,horizonsventures.com
1528420,Pearson,pearson.com
1528702,XAnge,xange.fr
1528816,Jefferies Financial Group,jefferies.com
1529050,Simon & Schuster,simonandschuster.com
1529318,GV,gv.com
1529790,Greenhouse Capital Partners,greenhousecap.com
1530003,Finistere Ventures,finistere.com
1530315,Sutherland,sutherlandglobal.com
1530404,Humanity United,humanityunited.org
1530447,The National Venture Capital Association - NVCA,nvca.org
1530591,Invenergy,invenergy.com
1530719,Edison Electric Institute,eei.org
1530737,Navatar Group,navatargroup.com
1530823,Investec,investec.com
1530840,NRG Energy,nrg.com
1530872,AE Industrial Partners,aeroequity.com
1530875,Leonardo Worldwide,leonardo.com
1531213,RTI International,rti.org
1531382,QVT Financial,qvt.com
1531413,Kaiser Permanente,kp.org
1531461,Ocean Tomo,oceantomo.com
1531706,Hands Mobile Advertising,hands.com.br
1531721,Sunrun,sunrun.com
1532078,Duane Morris LLP,duanemorris.com
1532155,Actis,act.is
1532185,Recurrent Energy,recurrentenergy.com
1532238,Fluor Corporation,fluor.com
1532496,Itron,itron.com
1532705,Clearpoint Ventures,clearpointventures.com
1532714,Acumen,acumen.org
1532861,Greenmont Capital Partners,greenmontcapital.com
1532872,Wolters Kluwer,wolterskluwer.com
1532929,City Light Capital,citylight.vc
1532999,Raymond James,raymondjames.com
1533045,Daimler,daimler.com
1533138,Telefonica,telefonica.com
1533256,Cambridge University Press,cambridge.org
1533299,Athenix,athenixcorp.com
1533402,Reservoir Capital Group,reservoircap.com
1533434,Jinko Solar,jinkosolar.com
1533558,GreatPoint Ventures,gpv.com
1533720,Oxygen House,oxygenhouse.com
1533802,ArcelorMittal,arcelormittal.com
1533921,Andreessen Horowitz,a16z.com
1533971,RBC Capital Markets,rbccm.com
1534132,Berkäna Wireless,berkanawireless.com
1534302,Zebra Technologies,zebra.com
1534380,SV Angel,svangel.com
1534501,Willdan,willdan.com
1534525,Heidrick & Struggles International,heidrick.com
1534530,Arnerich Massena & Associates,am-a.com
1534543,Emirates,emirates.com
1534582,Mercato Partners,mercatopartners.com
1534589,Benvenue Medical,benvenuemedical.com
1534596,Old Navy,oldnavy.com
1534686,SolarBridge Technologies,solarbridgetech.com
1534892,Elevar Equity,elevarequity.com
1534922,NRW.BANK,nrwbank.de
1534996,Serena,serena.vc
1535059,Cleantech Group,cleantech.com
1535334,Bloom Energy,bloomenergy.com
1535399,Agilent Technologies,agilent.com
1535449,SS&C Technologies,ssctech.com
1535460,Recurve,recurve.com
1535624,Golden Gate Capital,goldengatecap.com
1535726,Bill.com,bill.com
1535796,Agman Partners,agmanpartners.com
1535956,Walmart,walmart.com
1536132,E Source,esource.com
1536162,National Rural Telecommunications Cooperative,nrtc.coop
1536541,Persistent Systems,persistent.com
1536641,Aladdin Knowledge Systems,aladdin.com
1536669,InterDigital Communications,interdigital.com
1536895,Innogest Capital,innogestcapital.com
1537143,"Simon Equity Partners, LLC",simonequity.com
1537190,ABRY Partners,abry.com
1537488,Javelin VP,javelinvp.com
1537507,UNDP,undp.org
1537606,Perkins Coie,perkinscoie.com
1538066,SunPower,sunpower.com
1538094,LanzaTech,lanzatech.com
1538265,Jazz Pharmaceuticals,jazzpharma.com
1538745,Moog,moog.com
1538816,Vanedge Capital,vanedgecapital.com
1539109,Arup,arup.com
1539124,Vinnova,vinnova.se
1539288,Aperture Venture Partners,aperturevp.com
1539426,Factual,factual.com
1539624,Virgin America,virginamerica.com
1540229,Woodside Capital Partners,woodsidecap.com
1540572,Plex Systems,plex.com
1540576,Queen's University,queensu.ca
1540855,Bridges Fund Management,bridgesfundmanagement.com
1540994,New Island Capital,newislandcap.com
1541324,Cloudflare,cloudflare.com
1541794,ZeaChem,zeachem.com
1541913,Tailwind Capital,tailwind.com
1542074,bonvoy,bonvoy.com
1542181,Guggenheim Partners,guggenheimpartners.com
1542273,Global Cleantech Capital,gccfund.com
1542473,Article One Partners,articleonepartners.com
1542491,Impax Asset Management,impaxam.com
1542605,Merck,merckgroup.com
1542688,Wekix VC,wekix.com
1542742,Munich Venture Partners,munichvp.com
1542755,VentureFizz,venturefizz.com
1542876,Notion Capital,notion.vc
1543819,Nelnet,nelnet.com
1543867,Take,take.net
1543872,Volition Capital,volitioncapital.com
1543988,Sun Mountain Capital,sunmountaincapital.com
1543990,Fort Washington Capital Partners Group,fortwashington.com
1543998,HighTower Advisors,hightoweradvisors.com
1544038,Lite-On Technology,liteon.com
1544138,Pangaea Ventures,pangaeaventures.com
1544150,Aster,aster.com
1544477,BC Partners,bcpartners.com
1544493,Crain's New York Business,crainsnewyork.com
1544525,TASC,saic.com
1544575,Pacific Gas and Electric Company,pge.com
1544873,Metropolitan Partners Group,metpg.com
1545073,Cityzenith,cityzenith.com
1545121,Wieden + Kennedy,wk.com
1545508,Stroz Friedberg,strozfriedberg.com
1545565,Trafigura,trafigura.com
1545567,Total,total.com
1545650,Ulu Ventures,uluventures.com
1545814,W. L. Gore & Associates,gore.com
1545830,Ormat Technologies,ormat.com
1546877,HOK,hok.com
1547084,Prieto Battery,prietobattery.com
1547135,Lerer Hippeau,lererhippeau.com
1547212,IT-Farm,it-farm.com
1547514,Silk Road Medical,silkroadmed.com
1547754,Ann Arbor SPARK,annarborusa.org
1547801,Metalogix,metalogix.com
1547868,Fortera,forterausa.com
1547880,Floodgate,floodgate.com
1548278,Golden Seeds,goldenseeds.com
1548307,Allos Ventures,allosventures.com
1548448,Cimbal,cimbal.com
1548753,Surdna Foundation,surdna.org
1548845,Draper Associates,draper.vc
1550110,Base2,base2.com
1550274,Fastmail,fastmail.com
1550626,Cyrus Capital Partners,cyruscapital.com
1550789,MassChallenge,masschallenge.org
1550796,AngelPad,angelpad.com
1551103,Stanley Black & Decker,stanleyblackanddecker.com
1551922,NextWorld Capital,nextworldcap.com
1552596,Innovasjon Norge,innovasjonnorge.no
1553174,Greenspring Associates,greenspringassociates.com
1553215,Cycle Capital,cyclecapital.com
1553805,Innovation Endeavors,innovationendeavors.com
1554049,Lexicon Pharmaceuticals,lexpharma.com
1554137,Aura Group,aura.co
1554431,ConnectYard,connectyard.com
1554441,SDR Ventures,sdrventures.com
1554568,Hopelab,hopelab.org
1554906,NextCorps,nextcorps.org
1554908,Fancy Hands,fancyhands.com
1555611,KPMG,kpmg.com
1555881,Trendlines Group,trendlines.com
1556571,Voltea,voltea.com
1556604,EVERFI,everfi.com
1556722,City National Bank,cnb.com
1556790,MidCap Financial,midcapfinancial.com
1557117,Arbor Advisors,arboradvisors.com
1557189,Lawrence Berkeley National Laboratory,lbl.gov
1557311,Foxit Corporation,foxitsoftware.com
1557686,Emtrain,emtrain.com
1557794,Cendana Capital,cendanacapital.com
1558127,Royse Law Firm,rroyselaw.com
1558153,Enbala,enbala.com
1558235,Windermere Real Estate,windermere.com
1558369,Southern,southerncompany.com
1558509,Hexagon Investments,hexagoninc.com
1558575,Guidewire Software,guidewire.com
1559141,StudentUniverse,studentuniverse.com
1559247,White Deer Energy,whitedeerenergy.com
1559317,Halliburton,halliburton.com
1559833,"Center for Digital Technology and Management, CDTM",cdtm.de
1560046,The Rockefeller Foundation,rockefellerfoundation.org
1560052,Flora Family Foundation,florafamily.org
1560096,Correlation Ventures,correlationvc.com
1560132,BIP Capital,bip-capital.com
1560182,Maxim Group,maximgrp.com
1560481,ServiceRocket,servicerocket.com
1560575,STS Capital Partners,stscapital.com
1560651,Redalpine,redalpine.com
1561035,Biodesix,biodesix.com
1561613,Agder Energi Venture,ae.no
1562057,EMD Serono,emdserono.com
1562318,American Family Insurance,amfam.com
1562652,American Public Education,apei.com
1562977,Simple Energy,simpleenergy.com
1563187,Capricorn Partners,capricorn.be
1563208,Huron,huronconsultinggroup.com
1563233,Catalyst Investors,catalyst.com
1563853,OSIsoft,osisoft.com
1564075,Clearlink Technologies LLC,clearlink.com
1564175,SRECTrade,srectrade.com
1564182,Santa Clara University,scu.edu
1565114,Altamont Capital Partners,altamontcapital.com
1565141,TA Ventures,taventures.vc
1565414,Dish Network,dish.com
1565420,Spectrum,spectrum.com
1565460,Patriot Software,patriotsoftware.com
1565497,Folio3 Software,folio3.com
1565753,European Investment Fund,eif.org
1565802,"Datadog,",datadoghq.com
1565889,Precog,precog.com
1566107,C3Nano,c3nano.com
1566708,Inspirato,inspirato.com
1567358,Entrepreneurs Roundtable Accelerator,eranyc.com
1567454,ROTH Capital Partners,roth.com
1567611,U.S. Navy,navy.mil
1567686,TripLingo,triplingo.com
1567788,Argonne National Laboratory,anl.gov
1568082,Sparton,sparton.com
1568143,Battelle Memorial Institute,battelle.org
1568157,TSVC,tsvcap.com
1568171,EstimateOne,estimateone.com
1568504,Molex,molex.com
1569384,Smartpress,smartpress.com
1569565,FranklinCovey,franklincovey.com
1570055,Submittable,submittable.com
1570157,CenturyLink,centurylink.com
1570241,William Blair,williamblair.com
1570316,Corcentric,corcentric.com
1570325,Xlumena,bostonscientific.com
1570445,eFront,efront.com
1570625,Stantec,stantec.com
1570642,Gallup,gallup.com
1570781,World Economic Forum,weforum.org
1570817,Web Summit,websummit.com
1570847,CoolChip Technologies,coolchiptechnologies.com
1570863,TechCXO,techcxo.com
1570949,Bright Capital,bright-capital.com
1571113,Northern Trust,northerntrust.com
1571227,Aurus,aurus.cl
1571246,Romulus Capital,romuluscap.com
1571460,Zanbato,zanbato.com
1571667,IPV Capital,ipvcap.com
1571847,The Thiel Foundation,thielfoundation.org
1572324,Peterson Partners,petersonpartners.com
1572517,Ideanomics,ideanomics.com
1572625,Vision Ridge Capital Partners,vision-ridge.com
1572714,Pacific Northwest National Laboratory,pnnl.gov
1572794,Angara.com,angara.com
1572870,VinSolutions,vinsolutions.com
1572876,Broadhaven,broadhaven.com
1572972,Cypress River Advisors,cypressriveradvisors.com
1573668,Greentech Capital Advisors,greentechcapital.com
1573962,Point Nine,pointnine.com
1573967,Western Union,westernunion.com
1574117,East Ventures,east.vc
1574314,UC Santa Cruz,ucsc.edu
1574323,DNX Ventures,dnx.vc
1574446,Horsley Bridge Partners,horsleybridge.com
1574636,RE/MAX,remax.com
1574766,ValueLabs,valuelabs.com
1574827,Forerunner Ventures,forerunnerventures.com
1575021,Environmental Investment Partners,eip.com.pl
1575188,Portland Seed Fund,portlandseedfund.com
1575400,Cooleaf,cooleaf.com
1575537,AgilOne,agilone.com
1575573,OMERS Ventures,omersventures.com
1575610,Baird,rwbaird.com
1576055,Seavest Investments,seavestinc.com
1576145,Fondo Italiano d'Investimento,fondoitaliano.it
1576200,BMW i Ventures,bmwiventures.com
1576465,Apollo,apollo.com
1577492,Startup Grind,startupgrind.com
1577515,Mainsail Partners,mainsailpartners.com
1577641,Loeb Enterprises,loebenterprises.com
1578252,First American,firstam.com
1578310,Stony Lonesome Group,stonylonesomegroupllc.com
1578535,Speedinvest,speedinvest.com
1579338,Skolkovo Foundation,sk.ru
1579383,RTP Ventures,rtp.vc
1579653,Dermira,dermira.com
1579929,American Infrastructure MLP Fund,aimlp.com
1580115,Lumina Decision Systems,lumina.com
1580443,Kaszek Ventures,kaszek.com
1581887,Accion,accion.org
1581888,Excellere Partners,excellerepartners.com
1582197,The Aspen Institute,aspeninstitute.org
1582224,Amplify.LA,amplify.la
1582366,BrazilInnovators,brazilinnovators.com
1582403,Pall,pall.com
1582666,Hall Capital Partners,hallcapital.com
1582683,Gryphon Investors,gryphon-inv.com
1583173,Backstop Solutions Group,backstopsolutions.com
1583195,Cloud4Wi,cloud4wi.com
1583353,Nadhi,nadhi.in
1583576,Revel Partners,revelpartners.com
1583599,PressConnect,pressconnect.org
1583665,Vantage Data Centers,vantagedatacenters.com
1584331,Switchfly,switchfly.com
1584388,UpWest,upwest.vc
1584503,Lam Research,lamresearch.com
1585052,Artesian VC,artesianinvest.com
1585090,docTrackr,doctrackr.com
1585535,PlanGrid,plangrid.com
1585856,Invested Development,investeddevelopment.com
1585988,Arsenal,arsenalgrowth.com
1586004,Industry Dive,industrydive.com
1586103,DGF Investimentos,dgf.com.br
1586122,NeuroSave,neurosaveinc.com
1586146,Avery Dennison,averydennison.com
1586164,Foresite Capital,foresitecapital.com
1586326,Allen Matkins,allenmatkins.com
1586438,The Economist,economist.com
1586743,AlsoEnergy,alsoenergy.com
1586777,Bi02 Medical,bio2medical.com
1586900,Lakestar,lakestar.com
1586907,Cambia Health Solutions,cambiahealth.com
1587111,ClassPass,classpass.com
1587235,ArrowMark Partners,arrowmarkpartners.com
1587382,Breyer Capital,breyercapital.com
1587996,Mooreland Partners,moorelandpartners.com
1588748,Vitruvian Partners,vitruvianpartners.com
1588996,Optica Technologies,opticatech.com
1589734,Liberation Capital,liberationcapital.com
1590034,Ginkgo Bioworks,ginkgobioworks.com
1590801,RenewableTech Ventures,renewablevc.com
1590829,Enertiv,enertiv.com
1591090,Brunswick Group,brunswickgroup.com
1591210,Impact Engine,theimpactengine.com
1591284,NASA - National Aeronautics and Space Administration,nasa.gov
1591524,Grishin Robotics,grishinrobotics.com
1591870,Uncharted Power,u-pwr.co
1592109,ConocoPhillips,conocophillips.com
1592162,Huron River Ventures,huronrivervc.com
1592460,ABC,abc.xyz
1592521,Xplorer Capital,xplorer.vc
1592600,Genesys,genesys.com
1593367,Talis Capital,taliscapital.com
1593471,Qnect,qnect.com
